time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
283.49998036,0.03309433,7929,0.03309433
283.59981660,0.01518841,7973,0.02414137
283.69967038,0.01772591,8123,0.02200288
283.79949854,0.00994975,8120,0.01898960
283.89934222,0.01189294,8107,0.01757027
283.99997490,0.01404096,8003,0.01698205
284.09980626,0.01362074,7724,0.01650186
284.19962898,0.01018503,8047,0.01571226
284.29945524,0.02853874,7799,0.01713742
284.39930178,0.01690939,7766,0.01711462
284.49994484,0.01030270,7836,0.01649535
284.59978904,0.02083940,7911,0.01685736
284.69961452,0.01056673,7884,0.01637346
284.79945824,0.00991302,7842,0.01591200
284.89930902,0.00660425,7966,0.01529149
284.99995604,0.03821424,8002,0.01672416
285.09978042,0.01448381,8099,0.01659237
285.19961436,0.01548401,8042,0.01653080
285.29945288,0.01812777,7734,0.01661485
285.39929002,0.01636155,8045,0.01660218
285.49993094,0.01797750,7893,0.01666767
285.59977414,0.01473920,7788,0.01658002
285.69961674,0.01112232,7838,0.01634272
285.79945598,0.01433999,7841,0.01625928
285.89928618,0.03064558,7990,0.01683473
285.99992332,0.01056286,7871,0.01659350
286.09976830,0.00736386,7976,0.01625167
286.19960682,0.00870771,7803,0.01598224
286.29943800,0.01089674,8004,0.01580688
286.39928508,0.03015675,8145,0.01628521
286.49990062,0.03371646,7665,0.01684750
286.59973814,0.01557168,8162,0.01680763
286.69957372,0.01242238,7928,0.01667475
286.79940520,0.01155062,7969,0.01652404
286.89966140,0.01444076,7801,0.01646452
286.99950466,0.01800800,7880,0.01650739
287.09933638,0.01745699,7848,0.01653306
287.19997356,0.01063785,7899,0.01637792
287.29982436,0.01218074,7913,0.01627030
287.39965942,0.01344969,7739,0.01619978
287.49949732,0.01333903,7796,0.01613001
287.59932696,0.01599238,8053,0.01612673
287.69996078,0.01748988,7493,0.01615843
287.79980272,0.01392165,7963,0.01610760
287.89963386,0.01459144,7831,0.01607390
287.99948054,0.01161944,8010,0.01597707
288.09931472,0.00810351,7947,0.01580955
288.19996044,0.00951304,7851,0.01567837
288.29979668,0.01284524,7929,0.01562055
288.39963064,0.01506632,7867,0.01560947
288.49947828,0.01499776,8008,0.01559747
288.59931728,0.00718340,7726,0.01543566
288.69995152,0.00885667,7825,0.01531153
288.79978958,0.00734171,7873,0.01516394
288.89962116,0.00808031,7783,0.01503515
288.99946382,0.00903763,7935,0.01492805
289.09930134,0.00802958,7694,0.01480702
289.19994564,0.01817222,8007,0.01486504
289.29978358,0.01936028,8027,0.01494123
289.39961716,0.01307798,7953,0.01491018
289.49945034,0.00757143,7901,0.01478987
289.59929478,0.01467087,7903,0.01478795
289.69994386,0.02178240,7984,0.01489898
289.79979546,0.01496375,7752,0.01489999
289.89964256,0.01496505,7871,0.01490099
289.99949566,0.00856873,7739,0.01480505
290.09935402,0.00827743,7705,0.01470762
290.19998186,0.00898701,7907,0.01462349
290.29982030,0.02304548,7666,0.01474555
290.39966726,0.02500192,7793,0.01489207
290.49948890,0.01718382,7916,0.01492435
290.59932720,0.01525067,8029,0.01492888
290.69996892,0.01335889,7825,0.01490737
290.79981106,0.02994191,7861,0.01511054
290.89965736,0.01379007,7904,0.01509294
290.99947966,0.01013895,7820,0.01502775
291.09931912,0.02382994,7845,0.01514207
291.19995434,0.02388328,7670,0.01525413
291.29978442,0.01751822,7659,0.01528279
291.39962260,0.01763554,7878,0.01531220
291.49946370,0.01534812,7733,0.01531265
291.59930504,0.00994458,7752,0.01524718
291.69994598,0.01003507,7674,0.01518438
291.79978422,0.01084487,7987,0.01513272
291.89963186,0.02792525,7948,0.01528322
291.99948036,0.00992047,7917,0.01522087
292.09932180,0.00978275,7734,0.01515836
292.19995288,0.01009813,7717,0.01510086
292.29979518,0.01004904,8027,0.01504410
292.39962294,0.01537378,7639,0.01504776
292.49947924,0.01445645,7801,0.01504126
292.59932282,0.01674853,7796,0.01505982
292.69995150,0.01578181,7846,0.01506758
292.79979156,0.01601592,7753,0.01507767
292.89964920,0.00975945,7712,0.01502169
292.99949302,0.01311452,7790,0.01500182
293.09933216,0.01688254,7807,0.01502121
293.19997862,0.03035925,8063,0.01517772
293.29982096,0.01334878,7777,0.01515925
293.39965422,0.00890036,7726,0.01509666
293.49949378,0.00701372,7862,0.01501663
293.59933308,0.01268790,7745,0.01499380
293.69997008,0.02960472,7948,0.01513565
293.79979654,0.01852084,7715,0.01516820
293.89961964,0.01244604,7791,0.01514228
293.99946262,0.01430818,7896,0.01513441
294.09930622,0.01340932,7711,0.01511829
294.19995418,0.01075945,7832,0.01507793
294.29979222,0.01042519,7658,0.01503524
294.39962660,0.03045345,7952,0.01517541
294.49946396,0.01356550,7773,0.01516090
294.59928978,0.01035234,7819,0.01511797
294.69993514,0.00974408,7729,0.01507041
294.79979030,0.02055982,7481,0.01511856
294.89964220,0.01699273,7862,0.01513486
294.99949810,0.01815117,7498,0.01516086
295.09933458,0.01516220,7672,0.01516088
295.19996818,0.03190331,7678,0.01530276
295.29982070,0.01429781,7826,0.01529432
295.39964558,0.00897547,7677,0.01524166
295.49946808,0.00655743,7593,0.01516989
295.59931158,0.01463732,7696,0.01516552
295.69997152,0.01367662,7700,0.01515342
295.79981464,0.01633491,7774,0.01516295
295.89965476,0.01321607,7867,0.01514737
295.99948954,0.01121105,7375,0.01511613
296.09931806,0.02422804,7925,0.01518788
296.19995462,0.02290697,7534,0.01524818
296.29978802,0.01480850,7753,0.01524478
296.39962754,0.01249888,7672,0.01522365
296.49946110,0.01711599,7732,0.01523810
296.59930834,0.03078583,7752,0.01535588
296.69995872,0.01543370,7619,0.01535647
296.79980182,0.01026813,7710,0.01531850
296.89965110,0.00672717,7517,0.01525486
296.99949098,0.03182230,7813,0.01537668
297.09932878,0.01264277,7798,0.01535672
297.19996208,0.00877534,7496,0.01530903
297.29980708,0.01095114,7801,0.01527768
297.39966786,0.01558855,7697,0.01527990
297.49948432,0.01488658,7850,0.01527711
297.59932800,0.01205563,7677,0.01525442
297.69996756,0.00682941,7755,0.01519551
297.79981952,0.00875615,7836,0.01515079
297.89966802,0.01049522,7730,0.01511868
297.99951664,0.01093379,7708,0.01509002
298.09936332,0.01390005,7549,0.01508192
298.19960958,0.01335455,7591,0.01507025
298.29944114,0.01360739,7924,0.01506043
298.39967946,0.01440289,7506,0.01505605
298.49951892,0.02310805,7821,0.01510937
298.59937406,0.01846350,7765,0.01513144
298.69962112,0.01961718,7975,0.01516076
298.79945150,0.01480986,7911,0.01515848
298.89929798,0.01074311,7847,0.01512999
298.99993464,0.00887578,7751,0.01508990
299.09977306,0.01042062,7861,0.01506016
299.19961176,0.00660043,7699,0.01500662
299.29946060,0.00859391,7591,0.01496629
299.39928308,0.01666644,7635,0.01497691
299.49991744,0.01740844,7854,0.01499202
299.59974220,0.01670079,7542,0.01500257
299.69958834,0.01738238,7739,0.01501717
299.79941662,0.01837844,7767,0.01503766
299.89966304,0.01693621,7975,0.01504917
299.99950176,0.01670837,7899,0.01505916
300.09935998,0.01352933,8022,0.01505000
300.19998422,0.01109605,7777,0.01502647
300.29982278,0.00882393,7801,0.01498976
300.39966218,0.00673224,7872,0.01494119
300.49950798,0.00892590,7613,0.01490601
300.59933086,0.01310747,7722,0.01489556
300.69996880,0.01365354,7645,0.01488838
300.79978484,0.01024754,7746,0.01486171
300.89961724,0.00873714,7662,0.01482671
300.99946194,0.00933427,7681,0.01479550
301.09931206,0.00919173,7952,0.01476384
301.19994486,0.00914157,7946,0.01473226
301.29977866,0.00665809,8066,0.01468715
301.39962352,0.00645027,7905,0.01464139
301.49948338,0.00708640,7859,0.01459965
301.59932496,0.01066504,7740,0.01457803
301.69995858,0.01101703,7639,0.01455857
301.79979546,0.01137055,7906,0.01454124
301.89964224,0.01099395,7649,0.01452207
301.99946524,0.00836402,7680,0.01448896
302.09929608,0.01071993,7856,0.01446881
302.19993036,0.00863427,7738,0.01443777
302.29976190,0.00661909,7837,0.01439640
302.39958956,0.00765160,7943,0.01436090
302.49942618,0.00781378,8082,0.01432663
302.59966048,0.00906752,7930,0.01429924
302.69950050,0.00702269,8021,0.01426153
302.79934844,0.00742368,7760,0.01422629
302.89998866,0.01581357,7767,0.01423443
302.99982894,0.01472755,7872,0.01423694
303.09966324,0.01012984,7553,0.01421609
303.19948662,0.01049113,7740,0.01419728
303.29931452,0.02389682,7688,0.01424602
303.39996100,0.01121623,7777,0.01423087
303.49980322,0.01198834,7732,0.01421972
303.59964674,0.01137340,7746,0.01420563
303.69949316,0.02878615,7927,0.01427745
303.79933076,0.01247149,7834,0.01426860
303.89996668,0.01414475,7981,0.01426799
303.99980690,0.01357219,7699,0.01426462
304.09965534,0.03080514,7612,0.01434452
304.19948726,0.01120387,8052,0.01432942
304.29933050,0.00988468,7544,0.01430816
304.39996328,0.03007910,7736,0.01438326
304.49980316,0.01057101,7703,0.01436519
304.59964526,0.01216321,7852,0.01435480
304.69948360,0.01370588,7770,0.01435176
304.79932204,0.01446274,7771,0.01435227
304.89995808,0.01746358,7840,0.01436675
304.99978986,0.01405764,7776,0.01436531
305.09962898,0.01576596,8020,0.01437177
305.19947086,0.01457318,7690,0.01437269
305.29930412,0.01960304,7608,0.01439658
305.39994494,0.02163279,8067,0.01442947
305.49976596,0.01595496,7671,0.01443637
305.59959706,0.01274527,7732,0.01442875
305.69944468,0.01255276,7690,0.01442034
305.79967640,0.01425960,7807,0.01441962
305.89951294,0.00859838,7873,0.01439375
305.99937060,0.00809739,7804,0.01436589
306.09963382,0.02677731,7752,0.01442057
306.19948250,0.02027967,7606,0.01444626
306.29932194,0.01299114,7785,0.01443991
306.39997724,0.01077116,7656,0.01442396
306.49980714,0.01135888,7427,0.01441069
306.59965668,0.01576690,7982,0.01441654
306.69949854,0.01524556,7682,0.01442009
306.79933924,0.00842854,7821,0.01439449
306.89997948,0.00841287,7495,0.01436904
306.99980780,0.00792580,7652,0.01434173
307.09964902,0.01084707,7572,0.01432699
307.19946936,0.02987809,7794,0.01439233
307.29930452,0.01653334,7619,0.01440129
307.39995560,0.01078541,7544,0.01438622
307.49980478,0.00680304,7625,0.01435476
307.59963908,0.02885789,7660,0.01441469
307.69946452,0.01403662,7461,0.01441313
307.79931804,0.00843160,7610,0.01438862
307.89994608,0.03072286,7678,0.01445529
307.99978242,0.01324604,7810,0.01445037
308.09962034,0.01225428,7626,0.01444148
308.19947260,0.02473530,7688,0.01448299
308.29931662,0.01820588,7530,0.01449794
308.39993384,0.01646133,7753,0.01450579
308.49977456,0.01836998,7613,0.01452119
308.59960892,0.01695360,7588,0.01453084
308.69944682,0.01722577,7787,0.01454149
308.79928384,0.01661696,7403,0.01454966
308.89992548,0.01230076,7846,0.01454084
308.99977598,0.01251732,7530,0.01453294
309.09960654,0.01656287,7606,0.01454084
